Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Segment,Region,Category,Unit_Price,Quantity,Discount,Sales,Profit,Profit_Margin,Payment_Method,Year,Month,Quarter,Discount_Bucket
ORD-103903,2024-03-15,2024-03-17,Express,CUST-19330,Consumer,North,Clothing,165.54,1,0.05,157.26,58.9,0.3745,Net Banking,2024,3,Q1,Low (1-10%)
ORD-103904,2024-07-11,2024-07-17,Standard,CUST-25796,Consumer,East,Electronics,1372.25,1,0.23,1056.63,31.57,0.0299,Credit Card,2024,7,Q3,High (21-30%)
ORD-103905,2024-09-24,2024-09-26,Same-Day,CUST-21696,Corporate,South,Electronics,366.28,1,0.14,315.0,30.76,0.0977,UPI,2024,9,Q3,Medium (11-20%)
ORD-103906,2023-10-05,2023-10-10,Standard,CUST-11341,Small Business,East,Clothing,16.07,1,0.11,14.3,4.43,0.3098,COD,2023,10,Q4,Medium (11-20%)
ORD-103907,2024-04-21,2024-04-23,Overnight,CUST-28468,Consumer,North,Electronics,227.54,1,0.21,179.76,6.06,0.0337,Credit Card,2024,4,Q2,High (21-30%)
ORD-103908,2023-07-16,2023-07-21,Standard,CUST-31714,Consumer,West,Sports & Outdoor,43.21,1,0.03,41.91,14.42,0.344,UPI,2023,7,Q3,Low (1-10%)
ORD-103909,2022-07-10,2022-07-13,Express,CUST-20647,Corporate,North,Toys & Games,36.72,3,0.38,68.3,12.09,0.1771,Credit Card,2022,7,Q3,Very High (31%+)
ORD-103910,2022-03-02,2022-03-09,Standard,CUST-31269,Home Office,South,Home & Furniture,105.55,1,0.21,83.38,16.56,0.1986,Credit Card,2022,3,Q1,High (21-30%)
ORD-103911,2023-05-01,2023-05-08,Standard,CUST-21557,Consumer,East,Beauty & Health,9.54,1,0.03,9.25,5.03,0.544,Debit Card,2023,5,Q2,Low (1-10%)
ORD-103912,2023-05-24,2023-05-31,Standard,CUST-20910,Consumer,West,Beauty & Health,66.03,2,0.02,129.42,69.22,0.5348,COD,2023,5,Q2,Low (1-10%)
ORD-103913,2022-04-15,2022-04-21,Standard,CUST-35171,Corporate,South,Electronics,1123.37,1,0.12,988.57,113.44,0.1148,Debit Card,2022,4,Q2,Medium (11-20%)
ORD-103914,2023-10-01,2023-10-06,Standard,CUST-28892,Corporate,North,Toys & Games,110.61,6,0.07,617.2,269.64,0.4369,Wallet,2023,10,Q4,Low (1-10%)
ORD-103915,2022-05-07,2022-05-09,Express,CUST-23117,Consumer,West,Clothing,103.35,5,0.45,284.21,43.21,0.152,UPI,2022,5,Q2,Very High (31%+)
ORD-103916,2024-02-12,2024-02-15,Overnight,CUST-10569,Home Office,West,Sports & Outdoor,350.09,4,0.38,868.22,126.04,0.1452,Debit Card,2024,2,Q1,Very High (31%+)
ORD-103917,2023-01-12,2023-01-19,Standard,CUST-10765,Consumer,North,Toys & Games,30.35,1,0.02,29.74,12.33,0.4147,COD,2023,1,Q1,Low (1-10%)
ORD-103918,2024-03-31,2024-04-02,Express,CUST-33635,Consumer,East,Electronics,690.87,10,0.09,6286.92,927.98,0.1476,Wallet,2024,3,Q1,Low (1-10%)
ORD-103919,2022-05-18,2022-05-23,Standard,CUST-18285,Consumer,East,Toys & Games,89.64,1,0.14,77.09,29.14,0.3781,UPI,2022,5,Q2,Medium (11-20%)
ORD-103920,2023-09-26,2023-09-27,Same-Day,CUST-15974,Corporate,South,Beauty & Health,11.38,1,0.07,10.58,5.22,0.4934,Wallet,2023,9,Q3,Low (1-10%)
ORD-103921,2022-06-01,2022-06-05,Express,CUST-30814,Consumer,North,Home & Furniture,296.34,4,0.13,1031.26,267.7,0.2596,Credit Card,2022,6,Q2,Medium (11-20%)
ORD-103922,2022-05-29,2022-05-29,Same-Day,CUST-10080,Small Business,North,Sports & Outdoor,68.97,1,0.09,62.76,17.85,0.2844,UPI,2022,5,Q2,Low (1-10%)
ORD-103923,2023-11-22,2023-11-23,Overnight,CUST-39416,Consumer,South,Clothing,145.98,1,0.34,96.35,23.18,0.2406,Credit Card,2023,11,Q4,Very High (31%+)
ORD-103924,2022-09-15,2022-09-21,Standard,CUST-35539,Corporate,South,Books & Media,54.0,1,0.23,41.58,10.3,0.2476,Credit Card,2022,9,Q3,High (21-30%)
ORD-103925,2022-04-21,2022-04-24,Express,CUST-35863,Consumer,East,Clothing,95.21,2,0.15,161.86,51.53,0.3184,UPI,2022,4,Q2,Medium (11-20%)
ORD-103926,2022-12-08,2022-12-15,Standard,CUST-26991,Consumer,West,Books & Media,55.87,5,0.16,234.65,71.18,0.3034,Credit Card,2022,12,Q4,Medium (11-20%)
ORD-103927,2022-02-22,2022-02-24,Overnight,CUST-18476,Consumer,West,Toys & Games,104.04,1,0.41,61.38,13.18,0.2147,UPI,2022,2,Q1,Very High (31%+)
ORD-103928,2024-05-01,2024-05-07,Standard,CUST-23380,Corporate,South,Sports & Outdoor,391.31,1,0.15,332.61,80.64,0.2425,Wallet,2024,5,Q2,Medium (11-20%)
ORD-103929,2022-01-27,2022-02-02,Standard,CUST-24416,Corporate,South,Books & Media,16.47,1,0.08,15.15,5.22,0.3445,Debit Card,2022,1,Q1,Low (1-10%)
ORD-103930,2022-11-15,2022-11-20,Standard,CUST-24845,Home Office,North,Beauty & Health,132.0,3,0.22,308.88,132.1,0.4277,Debit Card,2022,11,Q4,High (21-30%)
ORD-103931,2024-08-11,2024-08-13,Express,CUST-36557,Corporate,South,Beauty & Health,67.84,5,0.31,234.05,97.36,0.416,Credit Card,2024,8,Q3,Very High (31%+)
ORD-103932,2023-07-13,2023-07-13,Same-Day,CUST-14662,Consumer,South,Clothing,76.95,2,0.07,143.13,51.84,0.3622,COD,2023,7,Q3,Low (1-10%)
ORD-103933,2024-11-18,2024-11-22,Express,CUST-12008,Small Business,South,Home & Furniture,394.8,2,0.45,434.28,28.17,0.0649,Credit Card,2024,11,Q4,Very High (31%+)
ORD-103934,2022-10-07,2022-10-11,Express,CUST-34768,Home Office,West,Home & Furniture,579.5,10,0.1,5215.5,1351.36,0.2591,Credit Card,2022,10,Q4,Low (1-10%)
ORD-103935,2024-02-13,2024-02-20,Standard,CUST-26906,Consumer,South,Clothing,71.13,1,0.44,39.83,5.86,0.1472,Debit Card,2024,2,Q1,Very High (31%+)
ORD-103936,2024-05-18,2024-05-20,Express,CUST-12433,Corporate,South,Electronics,1074.96,1,0.28,773.97,25.94,0.0335,Credit Card,2024,5,Q2,High (21-30%)
ORD-103937,2024-04-02,2024-04-04,Express,CUST-14729,Small Business,West,Clothing,148.43,4,0.19,480.91,170.76,0.3551,Debit Card,2024,4,Q2,Medium (11-20%)
ORD-103938,2024-08-12,2024-08-18,Standard,CUST-14375,Consumer,North,Beauty & Health,79.99,1,0.07,74.39,39.72,0.534,Net Banking,2024,8,Q3,Low (1-10%)
ORD-103939,2024-01-10,2024-01-15,Standard,CUST-12776,Corporate,South,Clothing,31.57,1,0.06,29.68,12.14,0.4092,Debit Card,2024,1,Q1,Low (1-10%)
ORD-103940,2022-06-25,2022-07-02,Standard,CUST-13883,Consumer,East,Groceries,74.59,1,0.13,64.89,8.23,0.1268,Debit Card,2022,6,Q2,Medium (11-20%)
ORD-103941,2024-08-23,2024-08-28,Standard,CUST-22026,Corporate,South,Electronics,1245.39,1,0.29,884.23,8.84,0.01,Wallet,2024,8,Q3,High (21-30%)
ORD-103942,2022-12-16,2022-12-18,Overnight,CUST-11907,Consumer,South,Electronics,884.14,1,0.18,724.99,75.62,0.1043,Debit Card,2022,12,Q4,Medium (11-20%)
ORD-103943,2023-08-07,2023-08-13,Standard,CUST-24844,Corporate,South,Clothing,52.86,1,0.19,42.82,13.24,0.3092,Debit Card,2023,8,Q3,Medium (11-20%)
ORD-103944,2022-11-07,2022-11-12,Standard,CUST-11146,Consumer,South,Beauty & Health,17.32,1,0.16,14.55,6.88,0.4731,COD,2022,11,Q4,Medium (11-20%)
ORD-103945,2022-01-02,2022-01-07,Standard,CUST-33806,Home Office,South,Electronics,880.71,6,0.09,4808.68,634.38,0.1319,Net Banking,2022,1,Q1,Low (1-10%)
ORD-103946,2022-12-28,2023-01-04,Standard,CUST-34988,Consumer,North,Electronics,1165.75,3,0.12,3077.58,360.97,0.1173,Debit Card,2022,12,Q4,Medium (11-20%)
ORD-103947,2023-04-16,2023-04-23,Standard,CUST-39531,Consumer,East,Sports & Outdoor,471.1,1,0.08,433.41,125.55,0.2897,UPI,2023,4,Q2,Low (1-10%)
ORD-103948,2024-08-21,2024-08-28,Standard,CUST-31428,Corporate,East,Clothing,48.9,1,0.21,38.63,11.27,0.2918,Debit Card,2024,8,Q3,High (21-30%)
ORD-103949,2023-11-15,2023-11-18,Express,CUST-34515,Consumer,West,Beauty & Health,15.98,1,0.16,13.42,5.59,0.4164,Net Banking,2023,11,Q4,Medium (11-20%)
ORD-103950,2023-09-26,2023-10-03,Standard,CUST-35020,Consumer,East,Clothing,30.07,1,0.07,27.97,11.16,0.399,UPI,2023,9,Q3,Low (1-10%)
ORD-103951,2023-06-13,2023-06-20,Standard,CUST-16920,Consumer,North,Beauty & Health,21.17,2,0.31,29.21,9.2,0.3151,Credit Card,2023,6,Q2,Very High (31%+)
ORD-103952,2024-06-21,2024-06-21,Same-Day,CUST-17810,Home Office,West,Clothing,154.53,1,0.14,132.9,47.12,0.3546,Credit Card,2024,6,Q2,Medium (11-20%)
ORD-103953,2024-07-28,2024-07-29,Same-Day,CUST-34299,Corporate,West,Toys & Games,169.12,2,0.03,328.09,155.33,0.4734,Net Banking,2024,7,Q3,Low (1-10%)
ORD-103954,2024-07-05,2024-07-12,Standard,CUST-20493,Corporate,North,Clothing,149.22,2,0.1,268.6,96.86,0.3606,Wallet,2024,7,Q3,Low (1-10%)
ORD-103955,2023-12-05,2023-12-11,Standard,CUST-27070,Home Office,North,Home & Furniture,164.45,1,0.19,133.2,26.08,0.1958,UPI,2023,12,Q4,Medium (11-20%)
ORD-103956,2023-09-03,2023-09-08,Standard,CUST-26892,Corporate,South,Beauty & Health,93.21,1,0.17,77.36,35.35,0.457,UPI,2023,9,Q3,Medium (11-20%)
ORD-103957,2022-04-30,2022-05-05,Standard,CUST-32080,Consumer,West,Electronics,557.06,1,0.03,540.35,97.05,0.1796,Credit Card,2022,4,Q2,Low (1-10%)
ORD-103958,2023-12-30,2024-01-01,Express,CUST-15985,Consumer,North,Home & Furniture,317.98,3,0.36,610.52,66.13,0.1083,UPI,2023,12,Q4,Very High (31%+)
ORD-103959,2023-06-14,2023-06-19,Standard,CUST-39535,Consumer,North,Clothing,173.93,2,0.42,201.76,43.03,0.2133,UPI,2023,6,Q2,Very High (31%+)
ORD-103960,2022-08-27,2022-08-29,Express,CUST-27505,Small Business,West,Electronics,1568.44,1,0.32,1066.54,10.67,0.01,Net Banking,2022,8,Q3,Very High (31%+)
ORD-103961,2023-05-28,2023-05-31,Express,CUST-29544,Corporate,South,Clothing,150.02,1,0.15,127.52,43.08,0.3378,COD,2023,5,Q2,Medium (11-20%)
ORD-103962,2023-04-01,2023-04-05,Express,CUST-16869,Consumer,North,Sports & Outdoor,420.32,2,0.08,773.39,217.97,0.2818,Credit Card,2023,4,Q2,Low (1-10%)
ORD-103963,2022-04-18,2022-04-22,Express,CUST-10272,Corporate,South,Sports & Outdoor,150.62,1,0.11,134.05,40.83,0.3046,UPI,2022,4,Q2,Medium (11-20%)
ORD-103964,2022-03-23,2022-03-29,Standard,CUST-31715,Home Office,North,Books & Media,41.74,1,0.17,34.64,8.99,0.2595,Debit Card,2022,3,Q1,Medium (11-20%)
ORD-103965,2022-10-02,2022-10-04,Same-Day,CUST-38499,Consumer,West,Electronics,1366.19,1,0.28,983.66,9.84,0.01,Net Banking,2022,10,Q4,High (21-30%)
ORD-103966,2024-09-18,2024-09-21,Express,CUST-25416,Consumer,East,Toys & Games,132.35,1,0.24,100.59,27.49,0.2733,COD,2024,9,Q3,High (21-30%)
ORD-103967,2023-06-08,2023-06-15,Standard,CUST-18123,Consumer,East,Beauty & Health,22.44,1,0.21,17.73,7.41,0.4178,Credit Card,2023,6,Q2,High (21-30%)
ORD-103968,2024-07-22,2024-07-27,Standard,CUST-12641,Corporate,South,Toys & Games,23.45,1,0.33,15.71,4.03,0.2563,Debit Card,2024,7,Q3,Very High (31%+)
ORD-103969,2023-06-22,2023-06-25,Express,CUST-36234,Corporate,South,Home & Furniture,675.98,1,0.1,608.38,179.66,0.2953,Net Banking,2023,6,Q2,Low (1-10%)
ORD-103970,2022-10-23,2022-10-25,Same-Day,CUST-26496,Consumer,West,Beauty & Health,76.61,1,0.1,68.95,34.58,0.5015,Wallet,2022,10,Q4,Low (1-10%)
ORD-103971,2024-11-27,2024-11-30,Express,CUST-19607,Small Business,South,Beauty & Health,26.91,3,0.42,46.82,13.42,0.2866,COD,2024,11,Q4,Very High (31%+)
ORD-103972,2023-07-25,2023-07-31,Standard,CUST-10139,Consumer,North,Clothing,107.51,4,0.2,344.03,110.94,0.3225,Credit Card,2023,7,Q3,Medium (11-20%)
ORD-103973,2022-08-25,2022-08-26,Overnight,CUST-23629,Consumer,West,Toys & Games,79.29,1,0.14,68.19,22.56,0.3309,COD,2022,8,Q3,Medium (11-20%)
ORD-103974,2022-01-07,2022-01-09,Express,CUST-32881,Consumer,West,Beauty & Health,74.55,1,0.05,70.82,37.4,0.528,Debit Card,2022,1,Q1,Low (1-10%)
ORD-103975,2023-03-04,2023-03-10,Standard,CUST-37573,Corporate,West,Clothing,178.96,1,0.09,162.85,64.08,0.3935,Credit Card,2023,3,Q1,Low (1-10%)
ORD-103976,2024-12-17,2024-12-23,Standard,CUST-23340,Corporate,South,Clothing,149.28,1,0.21,117.93,40.14,0.3404,Net Banking,2024,12,Q4,High (21-30%)
ORD-103977,2022-09-01,2022-09-05,Express,CUST-14335,Consumer,North,Toys & Games,54.53,10,0.13,474.41,171.09,0.3606,Debit Card,2022,9,Q3,Medium (11-20%)
ORD-103978,2023-05-07,2023-05-13,Standard,CUST-30096,Small Business,North,Books & Media,21.82,1,0.08,20.07,5.7,0.2841,UPI,2023,5,Q2,Low (1-10%)
ORD-103979,2023-06-01,2023-06-08,Standard,CUST-14277,Small Business,West,Home & Furniture,374.85,1,0.14,322.37,69.34,0.2151,Credit Card,2023,6,Q2,Medium (11-20%)
ORD-103980,2024-07-09,2024-07-16,Standard,CUST-15775,Consumer,South,Beauty & Health,75.35,1,0.21,59.53,25.46,0.4277,Debit Card,2024,7,Q3,High (21-30%)
ORD-103981,2024-10-04,2024-10-10,Standard,CUST-23709,Corporate,South,Electronics,209.87,1,0.07,195.18,28.02,0.1436,Debit Card,2024,10,Q4,Low (1-10%)
ORD-103982,2023-01-21,2023-01-25,Express,CUST-10469,Consumer,West,Books & Media,17.91,3,0.07,49.97,15.25,0.3052,Credit Card,2023,1,Q1,Low (1-10%)
ORD-103983,2024-10-03,2024-10-06,Express,CUST-23637,Home Office,North,Home & Furniture,732.52,1,0.09,666.59,176.55,0.2649,Net Banking,2024,10,Q4,Low (1-10%)
ORD-103984,2022-06-08,2022-06-09,Same-Day,CUST-22343,Consumer,West,Clothing,155.21,1,0.22,121.06,37.77,0.312,Debit Card,2022,6,Q2,High (21-30%)
ORD-103985,2023-04-20,2023-04-25,Standard,CUST-30593,Home Office,South,Clothing,166.64,4,0.08,613.24,272.17,0.4438,COD,2023,4,Q2,Low (1-10%)
ORD-103986,2024-12-05,2024-12-08,Overnight,CUST-22492,Small Business,North,Electronics,1362.33,7,0.28,6866.14,68.66,0.01,Debit Card,2024,12,Q4,High (21-30%)
ORD-103987,2024-06-05,2024-06-08,Overnight,CUST-33420,Consumer,West,Beauty & Health,63.84,1,0.09,58.09,28.24,0.4862,Credit Card,2024,6,Q2,Low (1-10%)
ORD-103988,2024-12-13,2024-12-20,Standard,CUST-19389,Corporate,North,Sports & Outdoor,465.69,1,0.07,433.09,104.6,0.2415,UPI,2024,12,Q4,Low (1-10%)
ORD-103989,2024-07-08,2024-07-15,Standard,CUST-15490,Consumer,South,Books & Media,18.95,1,0.32,12.89,3.03,0.2348,Credit Card,2024,7,Q3,Very High (31%+)
ORD-103990,2024-07-31,2024-08-05,Standard,CUST-16815,Home Office,East,Electronics,907.14,2,0.23,1397.0,50.14,0.0359,Credit Card,2024,7,Q3,High (21-30%)
ORD-103991,2024-06-04,2024-06-11,Standard,CUST-25746,Small Business,East,Toys & Games,97.85,1,0.21,77.3,25.19,0.3259,Debit Card,2024,6,Q2,High (21-30%)
ORD-103992,2024-03-08,2024-03-10,Express,CUST-27340,Corporate,West,Electronics,556.36,7,0.26,2881.94,28.82,0.01,Credit Card,2024,3,Q1,High (21-30%)
ORD-103993,2024-08-05,2024-08-11,Standard,CUST-24707,Corporate,West,Sports & Outdoor,129.93,1,0.02,127.33,36.29,0.285,Debit Card,2024,8,Q3,Low (1-10%)
ORD-103994,2023-04-09,2023-04-13,Express,CUST-27594,Consumer,South,Books & Media,19.69,1,0.21,15.56,4.15,0.2669,Debit Card,2023,4,Q2,High (21-30%)
ORD-103995,2023-04-12,2023-04-14,Same-Day,CUST-33076,Corporate,North,Books & Media,35.57,2,0.37,44.82,7.67,0.1712,Net Banking,2023,4,Q2,Very High (31%+)
ORD-103996,2024-01-25,2024-01-31,Standard,CUST-26374,Consumer,South,Home & Furniture,246.74,6,0.12,1302.79,249.26,0.1913,UPI,2024,1,Q1,Medium (11-20%)
ORD-103997,2022-03-16,2022-03-21,Standard,CUST-11995,Consumer,South,Electronics,541.86,1,0.09,493.09,60.22,0.1221,UPI,2022,3,Q1,Low (1-10%)
ORD-103998,2022-09-15,2022-09-16,Same-Day,CUST-36732,Corporate,North,Sports & Outdoor,223.07,2,0.26,330.14,59.78,0.1811,Credit Card,2022,9,Q3,High (21-30%)
ORD-103999,2024-07-06,2024-07-08,Same-Day,CUST-14993,Corporate,North,Toys & Games,171.59,1,0.16,144.14,50.42,0.3498,Credit Card,2024,7,Q3,Medium (11-20%)
ORD-104000,2023-11-10,2023-11-14,Express,CUST-17305,Consumer,South,Clothing,156.37,4,0.29,444.09,106.4,0.2396,Net Banking,2023,11,Q4,High (21-30%)
ORD-104001,2024-07-10,2024-07-16,Standard,CUST-28281,Corporate,West,Books & Media,41.31,2,0.02,80.97,32.71,0.404,Credit Card,2024,7,Q3,Low (1-10%)
ORD-104002,2022-05-22,2022-05-24,Same-Day,CUST-25080,Corporate,East,Clothing,20.27,1,0.09,18.45,6.7,0.3634,Debit Card,2022,5,Q2,Low (1-10%)
ORD-104003,2023-04-22,2023-04-28,Standard,CUST-19127,Small Business,West,Home & Furniture,291.83,1,0.06,274.32,81.46,0.2969,UPI,2023,4,Q2,Low (1-10%)
ORD-104004,2024-11-20,2024-11-25,Standard,CUST-16141,Corporate,West,Beauty & Health,46.01,1,0.27,33.59,13.54,0.4031,Net Banking,2024,11,Q4,High (21-30%)
ORD-104005,2023-01-01,2023-01-07,Standard,CUST-27519,Corporate,North,Beauty & Health,65.31,2,0.06,122.78,62.46,0.5087,UPI,2023,1,Q1,Low (1-10%)
ORD-104006,2024-08-10,2024-08-10,Same-Day,CUST-32196,Consumer,South,Toys & Games,180.18,4,0.27,526.13,147.46,0.2803,Wallet,2024,8,Q3,High (21-30%)
ORD-104007,2023-06-21,2023-06-22,Same-Day,CUST-18997,Corporate,East,Toys & Games,193.08,1,0.45,106.19,19.0,0.1789,COD,2023,6,Q2,Very High (31%+)
ORD-104008,2022-03-07,2022-03-12,Standard,CUST-33540,Corporate,North,Home & Furniture,798.46,1,0.22,622.8,106.47,0.171,Credit Card,2022,3,Q1,High (21-30%)
ORD-104009,2022-04-07,2022-04-14,Standard,CUST-26533,Corporate,West,Clothing,45.62,1,0.01,45.16,20.2,0.4473,Credit Card,2022,4,Q2,Low (1-10%)
ORD-104010,2024-10-18,2024-10-25,Standard,CUST-30465,Consumer,East,Electronics,1458.88,1,0.28,1050.39,10.5,0.01,Debit Card,2024,10,Q4,High (21-30%)
ORD-104011,2022-04-20,2022-04-25,Standard,CUST-13832,Corporate,West,Clothing,66.96,1,0.07,62.27,23.57,0.3785,UPI,2022,4,Q2,Low (1-10%)
ORD-104012,2024-01-20,2024-01-21,Same-Day,CUST-10693,Consumer,North,Sports & Outdoor,27.56,6,0.22,128.98,26.28,0.2038,Debit Card,2024,1,Q1,High (21-30%)
ORD-104013,2022-09-22,2022-09-25,Express,CUST-22483,Consumer,South,Beauty & Health,56.26,2,0.07,104.64,59.08,0.5646,Credit Card,2022,9,Q3,Low (1-10%)
ORD-104014,2024-01-20,2024-01-23,Express,CUST-21581,Consumer,East,Beauty & Health,99.96,2,0.16,167.93,68.93,0.4105,UPI,2024,1,Q1,Medium (11-20%)
ORD-104015,2024-10-10,2024-10-12,Overnight,CUST-20623,Corporate,South,Clothing,23.77,1,0.01,23.53,9.58,0.407,Credit Card,2024,10,Q4,Low (1-10%)
ORD-104016,2023-05-07,2023-05-10,Express,CUST-26840,Corporate,South,Beauty & Health,59.71,1,0.32,40.6,13.55,0.3338,Debit Card,2023,5,Q2,Very High (31%+)
ORD-104017,2024-01-17,2024-01-23,Standard,CUST-15257,Consumer,West,Books & Media,10.48,1,0.33,7.02,1.59,0.2262,Credit Card,2024,1,Q1,Very High (31%+)
ORD-104018,2023-10-03,2023-10-09,Standard,CUST-39301,Home Office,West,Electronics,1267.56,1,0.16,1064.75,74.16,0.0697,COD,2023,10,Q4,Medium (11-20%)
ORD-104019,2024-12-20,2024-12-25,Standard,CUST-38628,Corporate,South,Beauty & Health,43.96,4,0.25,131.88,49.19,0.373,UPI,2024,12,Q4,High (21-30%)
ORD-104020,2022-05-18,2022-05-19,Same-Day,CUST-33282,Consumer,East,Beauty & Health,57.75,1,0.01,57.17,30.89,0.5403,Debit Card,2022,5,Q2,Low (1-10%)
ORD-104021,2023-08-29,2023-08-30,Same-Day,CUST-30665,Consumer,North,Clothing,160.72,1,0.25,120.54,26.82,0.2225,UPI,2023,8,Q3,High (21-30%)
ORD-104022,2024-02-29,2024-03-07,Standard,CUST-14636,Consumer,West,Sports & Outdoor,160.51,1,0.06,150.88,46.11,0.3056,Net Banking,2024,2,Q1,Low (1-10%)
ORD-104023,2023-09-07,2023-09-11,Express,CUST-13000,Corporate,North,Toys & Games,36.32,3,0.03,105.69,41.48,0.3924,Credit Card,2023,9,Q3,Low (1-10%)
ORD-104024,2022-12-12,2022-12-19,Standard,CUST-16562,Small Business,South,Sports & Outdoor,319.6,1,0.11,284.44,89.45,0.3145,UPI,2022,12,Q4,Medium (11-20%)
ORD-104025,2024-06-12,2024-06-17,Standard,CUST-36123,Home Office,East,Clothing,116.34,3,0.31,240.82,57.53,0.2389,Credit Card,2024,6,Q2,Very High (31%+)
ORD-104026,2022-07-01,2022-07-02,Same-Day,CUST-28732,Consumer,West,Books & Media,44.58,1,0.31,30.76,6.59,0.2144,Credit Card,2022,7,Q3,Very High (31%+)
ORD-104027,2023-10-12,2023-10-14,Overnight,CUST-12901,Consumer,North,Beauty & Health,32.74,2,0.45,36.01,11.65,0.3236,Debit Card,2023,10,Q4,Very High (31%+)
ORD-104028,2022-10-07,2022-10-12,Standard,CUST-28143,Home Office,East,Sports & Outdoor,340.15,1,0.31,234.7,32.5,0.1385,Debit Card,2022,10,Q4,Very High (31%+)
ORD-104029,2022-06-28,2022-07-03,Standard,CUST-18584,Consumer,West,Toys & Games,39.66,2,0.2,63.46,21.98,0.3464,COD,2022,6,Q2,Medium (11-20%)
ORD-104030,2024-10-25,2024-10-28,Express,CUST-32672,Consumer,South,Sports & Outdoor,48.98,1,0.04,47.02,15.39,0.3273,UPI,2024,10,Q4,Low (1-10%)
ORD-104031,2022-12-27,2023-01-01,Standard,CUST-13800,Consumer,South,Books & Media,18.95,6,0.25,85.27,15.44,0.1811,Credit Card,2022,12,Q4,High (21-30%)
ORD-104032,2022-08-27,2022-08-29,Same-Day,CUST-12738,Corporate,East,Electronics,1184.58,2,0.05,2250.7,363.36,0.1614,UPI,2022,8,Q3,Low (1-10%)
ORD-104033,2023-04-04,2023-04-08,Express,CUST-29737,Home Office,South,Electronics,887.86,1,0.23,683.65,6.84,0.01,Credit Card,2023,4,Q2,High (21-30%)
ORD-104034,2022-04-14,2022-04-17,Express,CUST-36527,Corporate,East,Home & Furniture,569.39,1,0.15,483.98,118.22,0.2443,UPI,2022,4,Q2,Medium (11-20%)
ORD-104035,2024-01-09,2024-01-11,Express,CUST-26814,Corporate,North,Electronics,611.58,1,0.09,556.54,56.97,0.1024,Wallet,2024,1,Q1,Low (1-10%)
ORD-104036,2022-11-12,2022-11-15,Overnight,CUST-16779,Consumer,North,Electronics,1485.96,1,0.17,1233.35,109.95,0.0891,Net Banking,2022,11,Q4,Medium (11-20%)
ORD-104037,2022-07-12,2022-07-13,Same-Day,CUST-11764,Corporate,North,Home & Furniture,890.11,4,0.19,2883.96,581.02,0.2015,UPI,2022,7,Q3,Medium (11-20%)
ORD-104038,2023-09-08,2023-09-13,Standard,CUST-38123,Corporate,East,Groceries,4.18,2,0.1,7.52,0.91,0.1215,Debit Card,2023,9,Q3,Low (1-10%)
ORD-104039,2023-03-22,2023-03-28,Standard,CUST-19521,Consumer,West,Beauty & Health,131.82,5,0.25,494.32,206.54,0.4178,Debit Card,2023,3,Q1,High (21-30%)
ORD-104040,2022-03-15,2022-03-17,Express,CUST-35016,Consumer,West,Clothing,59.67,1,0.37,37.59,5.43,0.1443,Net Banking,2022,3,Q1,Very High (31%+)
ORD-104041,2023-05-25,2023-05-30,Standard,CUST-18391,Corporate,West,Clothing,139.21,1,0.11,123.9,43.24,0.349,COD,2023,5,Q2,Medium (11-20%)
ORD-104042,2024-11-29,2024-12-03,Express,CUST-15029,Consumer,South,Home & Furniture,644.25,1,0.42,373.67,22.09,0.0591,Debit Card,2024,11,Q4,Very High (31%+)
ORD-104043,2024-01-04,2024-01-11,Standard,CUST-16847,Consumer,East,Sports & Outdoor,239.88,1,0.02,235.08,79.22,0.337,Debit Card,2024,1,Q1,Low (1-10%)
ORD-104044,2022-08-29,2022-08-30,Overnight,CUST-13041,Corporate,West,Clothing,17.58,1,0.02,17.23,7.07,0.4103,Debit Card,2022,8,Q3,Low (1-10%)
ORD-104045,2022-04-23,2022-04-24,Overnight,CUST-34893,Corporate,West,Clothing,61.45,2,0.06,115.53,45.15,0.3908,COD,2022,4,Q2,Low (1-10%)
ORD-104046,2024-02-16,2024-02-17,Same-Day,CUST-29457,Consumer,North,Books & Media,11.16,1,0.04,10.71,3.61,0.3374,Credit Card,2024,2,Q1,Low (1-10%)
ORD-104047,2023-07-30,2023-08-04,Standard,CUST-38222,Home Office,East,Clothing,19.86,3,0.07,55.41,18.43,0.3325,UPI,2023,7,Q3,Low (1-10%)
ORD-104048,2022-10-08,2022-10-15,Standard,CUST-32321,Corporate,North,Groceries,73.92,1,0.13,64.31,6.93,0.1077,Debit Card,2022,10,Q4,Medium (11-20%)
ORD-104049,2023-10-14,2023-10-20,Standard,CUST-31494,Consumer,North,Home & Furniture,670.41,2,0.25,1005.62,175.47,0.1745,Wallet,2023,10,Q4,High (21-30%)
ORD-104050,2022-04-10,2022-04-16,Standard,CUST-21063,Consumer,North,Home & Furniture,56.2,1,0.25,42.15,8.63,0.2047,Wallet,2022,4,Q2,High (21-30%)
ORD-104051,2024-12-30,2025-01-01,Express,CUST-30416,Home Office,South,Sports & Outdoor,83.4,3,0.19,202.66,44.29,0.2186,Debit Card,2024,12,Q4,Medium (11-20%)
ORD-104052,2022-12-17,2022-12-17,Same-Day,CUST-27190,Corporate,South,Clothing,21.22,5,0.2,84.88,25.9,0.3051,Debit Card,2022,12,Q4,Medium (11-20%)
